STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,JPN,Japan,A,Annual,VGS,Vegetables supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2020,,116,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,JPN,Japan,A,Annual,VGS,Vegetables supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2021,,114.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,EST,Estonia,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2019,,49.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISR,Israel,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2016,,65.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISR,Israel,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2017,,58.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISR,Israel,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2019,,66.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISR,Israel,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2023,,67.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,FIN,Finland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2015,,31.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,FIN,Finland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2016,,35,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,FIN,Finland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2017,,33,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,FIN,Finland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2018,,40,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,FIN,Finland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2019,,41,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,FIN,Finland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2020,,39,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,FIN,Finland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2022,,33,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,FRA,France,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2019,,65,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,LUX,Luxembourg,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2019,,46.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,EST,Estonia,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2015,,117.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,EST,Estonia,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2016,,117,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,EST,Estonia,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2017,,117,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,EST,Estonia,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2018,,125.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,EST,Estonia,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2019,,143.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,EST,Estonia,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2020,,143.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,EST,Estonia,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2021,,143.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,AUS,Australia,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2015,,120.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,AUS,Australia,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2016,,121.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,AUS,Australia,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2017,,118.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,AUS,Australia,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2018,,119,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,AUS,Australia,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2019,,122.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,AUS,Australia,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2020,,124.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,AUS,Australia,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2021,,119.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,PRT,Portugal,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2019,,69.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NOR,Norway,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2015,,63,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NOR,Norway,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2019,,66,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NOR,Norway,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2022,,74,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2015,,154.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2016,,162.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2017,,165.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2018,,161.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2019,,164.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2020,,162.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2021,,159.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,DNK,Denmark,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2015,,55,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,DNK,Denmark,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2016,,55,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,DNK,Denmark,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2017,,55.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,DNK,Denmark,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2018,,55.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,DNK,Denmark,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2019,,54.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,DNK,Denmark,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2020,,55.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,DNK,Denmark,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2021,,54.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2015,,51.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2016,,55.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2017,,59,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2018,,85.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2019,,78.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2020,,85,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ISL,Iceland,A,Annual,SGS,Sugar supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2021,,89.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ARG,Argentina,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2015,,88.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ARG,Argentina,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2016,,76.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ARG,Argentina,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2017,,78.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ARG,Argentina,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2018,,81.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ARG,Argentina,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2019,,79.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ARG,Argentina,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2020,,65.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ARG,Argentina,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2021,,76.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,LTU,Lithuania,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2019,,58.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,BGR,Bulgaria,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2015,,2729,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,BGR,Bulgaria,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2016,,2799,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,BGR,Bulgaria,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2017,,2813,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,BGR,Bulgaria,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2018,,2871,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,BGR,Bulgaria,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2019,,2871,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,BGR,Bulgaria,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2020,,2899,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,BGR,Bulgaria,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2021,,2951,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,SWE,Sweden,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2015,,59.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,SWE,Sweden,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2016,,59.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,SWE,Sweden,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2018,,59.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,SWE,Sweden,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2020,,59.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,SWE,Sweden,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2021,,57.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,SWE,Sweden,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2022,,57.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2017,,67.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2022,,61.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ESP,Spain,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2015,,147.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ESP,Spain,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2016,,150.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ESP,Spain,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2017,,152.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ESP,Spain,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2018,,154,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ESP,Spain,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2019,,154.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ESP,Spain,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2020,,156.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ESP,Spain,A,Annual,FTS,Fat supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2021,,158.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,LUX,Luxembourg,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2015,,114.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,LUX,Luxembourg,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2016,,113.3,,A,Normal value,0,Units,,
