auto,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure.1,AGE,Age.1,SEX,Sex.1,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SWE,Sweden,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2003,,49.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,DNK,Denmark,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2000,,49.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SWE,Sweden,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2000,,49.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SWE,Sweden,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2001,,49.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1994,,49.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,AUT,Austria,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1991,,49.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,LTU,Lithuania,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2005,,49.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1999,,49.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GRC,Greece,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2019,,49.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2000,,49.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,CZE,Czechia,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2000,,49,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,BGR,Bulgaria,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2019,,48.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,BEL,Belgium,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1997,,48.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,HRV,Croatia,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2019,,48.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ISL,Iceland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2012,,48.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1993,,48.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GRC,Greece,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2006,,48.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,NLD,Netherlands,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2000,,47.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SVN,Slovenia,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2007,,47.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,POL,Poland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1996,,47.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ISL,Iceland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2007,,47.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GRC,Greece,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2014,,47.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SWE,Sweden,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1998,,47.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SWE,Sweden,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1999,,47.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,POL,Poland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2017,,47.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GRC,Greece,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2008,,47.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,HUN,Hungary,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,1988,,46.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,NLD,Netherlands,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1999,,46.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SVK,Slovak Republic,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2014,,46.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,CZE,Czechia,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2019,,46.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2000,,46.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,BGR,Bulgaria,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2014,,46.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GBR,United Kingdom,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2001,,46.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2011,,46.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,BGR,Bulgaria,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2008,,46.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,CHE,Switzerland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2007,,46.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SVK,Slovak Republic,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2019,,46.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,IRL,Ireland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2017,,46,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,EST,Estonia,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2004,,45.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SVK,Slovak Republic,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2005,,45.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2017,,45.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,HRV,Croatia,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2014,,45.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SVK,Slovak Republic,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2004,,45.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1991,,45.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GRC,Greece,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2009,,45.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,POL,Poland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2019,,45.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2007,,45.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GBR,United Kingdom,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,1998,,45.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2011,,45.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1994,,45.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,CHE,Switzerland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2002,,45.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,EST,Estonia,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2002,,45.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1990,,45.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,PRT,Portugal,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2015,,45.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1989,,45.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,LTU,Lithuania,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2017,,45.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,CZE,Czechia,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2008,,45.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GBR,United Kingdom,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,1997,,45.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2009,,45.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2017,,45,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GBR,United Kingdom,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,1987,,45,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,IRL,Ireland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2007,,45,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ISL,Iceland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2015,,45,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ESP,Spain,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2009,,44.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,EST,Estonia,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1992,,44.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2005,,44.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2014,,44.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,LVA,Latvia,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2010,,44.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,POL,Poland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2009,,44.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2012,,44.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ISL,Iceland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2019,,44.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2008,,44.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GBR,United Kingdom,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,1996,,44.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ISL,Iceland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2002,,44.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2016,,44.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,LVA,Latvia,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2006,,44.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,SVK,Slovak Republic,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2009,,44.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2022,,44.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GBR,United Kingdom,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2000,,44.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ESP,Spain,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2011,,44.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GBR,United Kingdom,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,1993,,44.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,NLD,Netherlands,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1997,,44.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1988,,44.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,GBR,United Kingdom,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,1994,,44.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2007,,44.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2010,,44.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,FIN,Finland,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,1987,,44.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW(1.0),Body weight,I,ITA,Italy,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2012,,44.2,,A,Normal value,0,Units,,
